;DocumentID;Date;SKU;Price;Discount;Customer;Quantity
9917;0;5/08/2019;2103;1675.98;0;156;4
9918;0;26/08/2019;2031;3662.31;0;156;4
9919;0;21/10/2019;406;4377.8;0;156;4
9920;0;25/11/2019;2267;2326.13;0;156;1
9921;0;4/11/2019;2240;3618.88;0;156;1
9922;0;9/12/2019;2282;9901.56;0;156;4
9935;0;30/11/2019;1415;2732.66;0;156;4
9936;0;30/11/2019;2294;0;0;156;4
13997;0;1/02/2020;1515;0;0;156;4
13998;0;27/07/2020;2216;2106.43;0;156;6
13999;0;27/07/2020;2039;2891.6;0;156;2
14000;0;27/07/2020;2455;26443.74;0;156;2
14001;0;26/09/2020;2455;6879.46;0;156;2
14002;0;19/10/2020;49;7791.7;0;156;4
14003;0;16/11/2020;541;332383.01;0;506;2
14996;0;7/03/2020;2455;2477.36;0;156;2
14997;0;28/01/2020;2379;1503.36;0;156;4
15308;0;17/11/2020;541;332574.46;-0.003959;506;2
15309;0;16/01/2020;2455;1548.35;0.002143;156;2
15310;0;28/01/2020;2379;1503.36;0;156;4
15311;0;1/02/2020;1515;4560.46;0.002791;156;4
15312;0;6/06/2020;163;910.79;-0.003468;331;1
15313;0;22/06/2020;2216;1658.26;-0.004681;156;6
16999;0;24/06/2020;2039;2506.05;-0.000227;156;2
17000;0;17/08/2020;2455;8410.41;-0.004694;156;2
20390;0;10/03/2021;1650;1201.68;0;156;1
20631;0;3/03/2021;1650;1201.68;-0.001111;156;1
20632;0;12/03/2021;1415;5947.29;-0.003304;156;4
20633;0;14/08/2021;543;1494.51;-0.002634;506;1
25575;0;5/01/2021;519;0;0;22;1
25576;0;23/03/2021;1415;4893.66;0;156;4
25577;0;21/06/2021;2218;3248;0;156;4
9449;1;10/04/2019;2732;42.372881;7.627119;427;1
9450;2;4/02/2019;2736;84.745763;15.254237;427;1
9451;3;25/02/2019;2736;42.372881;7.627119;427;1
9452;4;13/04/2019;2736;84.745763;15.254237;427;1
9453;4;13/04/2019;2734;169.491525;30.508475;427;4
9454;5;25/04/2019;2732;127.118644;22.881356;427;4
9455;6;25/06/2019;2723;16.949153;3.050847;299;4
9456;6;25/06/2019;2736;42.372881;7.627119;299;1
9457;7;3/07/2019;2732;169.491525;30.508475;427;4
9939;8;16/07/2019;2653;0;0;1;0
9940;8;16/07/2019;1078;0;0;1;0
9941;8;16/07/2019;1120;0;0;1;0
9458;9;17/07/2019;2736;84.745763;15.254237;427;1
9459;10;1/08/2019;2736;84.745763;15.254237;427;1
9460;11;26/08/2019;2735;25.423729;4.576271;427;1
9461;11;26/08/2019;2723;16.949153;3.050847;427;1
9462;12;5/09/2019;2734;127.118644;22.881356;68;4
26390;13;3/06/2022;2817;371.686441;66.903559;598;1
27466;14;21/04/2022;714;0;0;434;0
30981;15;17/09/2022;2690;500;90;516;1
25843;16;18/01/2022;2856;42.372881;7.627119;604;1
29465;17;16/06/2022;2690;1271.186441;228.813559;471;1
28771;18;11/02/2022;2817;2274.923729;409.486271;74;1
28772;19;18/03/2022;2817;297.822034;53.607966;314;1
28773;20;9/07/2022;541;1525.423729;274.576271;231;4
28774;21;16/07/2022;541;1525.423729;274.576271;231;4
28775;22;29/04/2022;2643;645.949153;116.270847;510;1
25799;23;17/02/2022;614;4423.728813;796.271187;216;12
25800;23;17/02/2022;611;4474.576271;805.423729;216;12
26387;24;28/03/2022;2424;4183.050847;752.949153;420;8
26388;25;28/03/2022;311;1694.915254;305.084746;216;4
26389;26;29/03/2022;611;1694.915254;305.084746;216;4
26188;27;17/01/2022;482;3135.59322;564.40678;216;4
26189;28;18/01/2022;538;368.644068;66.355932;216;1
27251;29;4/04/2022;2817;635.59322;114.40678;506;1
27285;30;18/04/2022;615;5593.220339;1006.779661;420;12
27286;31;19/04/2022;1648;3379.661017;608.338983;420;4
27252;32;10/06/2022;2817;209.661017;37.738983;308;1
28903;33;15/08/2022;2442;2093.220339;376.779661;216;4
28904;33;15/08/2022;2072;1819.491525;327.508475;216;4
28905;34;9/08/2022;501;9220.338983;1659.661017;420;16
28906;35;23/07/2022;1059;4703.38983;846.61017;420;6
28907;36;23/07/2022;491;3389.830508;610.169492;420;8
28908;36;23/07/2022;2395;6271.186441;1128.813559;420;8
28909;37;18/07/2022;521;5313.559322;956.440678;420;12
28910;38;18/07/2022;496;3728.813559;671.186441;420;8
28911;38;18/07/2022;501;2372.881356;427.118644;420;4
28316;39;23/08/2022;2072;4548.728814;818.771186;216;10
28317;40;25/06/2022;614;5338.983051;961.016949;420;12
28318;41;30/06/2022;497;1932.20339;347.79661;420;4
28319;42;30/06/2022;42;4135.59322;744.40678;420;4
28320;43;17/05/2022;366;3389.830508;610.169492;420;8
27524;44;28/04/2022;311;9322.033898;1677.966102;216;20
27253;45;28/09/2022;2852;127.118644;22.881356;68;1
27525;46;23/06/2022;614;4449.152542;800.847458;216;10
27526;47;23/06/2022;2156;878.813559;158.186441;216;1
27254;48;4/01/2022;456;949.16;0;22;4
27255;48;4/01/2022;366;2144.12;0;22;11
27256;49;22/06/2022;2817;466.949153;84.050847;22;1
29094;50;8/01/2022;1573;3104.237288;558.762712;447;9
29095;51;6/04/2022;2643;1016.949153;183.050847;447;1
30577;52;31/10/2022;1274;0;0;286;0
30578;53;29/10/2022;642;0;0;268;0
29096;54;20/06/2022;1777;826.271186;148.728814;329;1
27980;55;25/07/2022;2862;1200;0;396;3
27981;55;25/07/2022;2862;400;0;396;1
27982;55;25/07/2022;2868;400;0;396;1
27983;55;25/07/2022;2876;400;0;396;1
27984;55;25/07/2022;2885;0;40;396;1
27985;55;25/07/2022;2886;0;40;396;1
27986;55;25/07/2022;2889;0;40;396;1
27987;55;25/07/2022;2889;0;40;396;1
27234;56;17/01/2022;1317;0;0;455;0
27235;57;18/01/2022;1317;0;0;455;0
17094;58;2/09/2020;2728;150;0;155;2
9543;59;22/08/2019;2875;150;0;112;1
9923;60;7/08/2019;2832;0;0;311;2
9924;61;24/10/2019;2776;0;0;396;2
9925;62;5/11/2019;2776;0;0;130;2
9926;63;8/11/2019;2781;0;0;130;6
29466;64;6/10/2022;2690;237.288136;42.711864;172;1
29467;65;1/10/2022;2702;300;0;249;1
9544;66;2/01/2019;2775;1100;0;220;2
9944;67;3/01/2019;2342;0;0;551;0
9945;68;4/01/2019;2360;0;0;545;0
9946;69;4/01/2019;1344;0;0;545;0
9545;70;4/01/2019;2728;100;0;31;2
9947;71;7/01/2019;2117;0;0;551;0
9948;71;7/01/2019;2275;0;0;551;0
9949;71;7/01/2019;2522;0;0;551;0
9546;72;7/01/2019;2862;125;0;592;1
9547;72;7/01/2019;2887;0;20;592;1
9548;73;8/01/2019;2883;0;60;317;3
9549;73;8/01/2019;2886;0;20;317;1
9550;73;8/01/2019;2804;1600;0;317;2
9950;74;8/01/2019;2226;0;0;479;0
9551;75;10/01/2019;2844;0;0;284;1
9951;76;10/01/2019;1600;0;0;155;0
9952;77;11/01/2019;1600;0;0;155;0
9953;78;11/01/2019;1354;0;0;551;0
9954;79;12/01/2019;2301;0;0;155;0
9955;80;14/01/2019;1600;0;0;155;0
9956;81;16/01/2019;2275;0;0;551;0
9957;82;17/01/2019;1600;0;0;551;0
9958;82;17/01/2019;2117;0;0;551;0
9959;83;17/01/2019;1749;0;0;581;0
9960;84;17/01/2019;1354;0;0;155;0
9961;85;21/01/2019;2226;0;0;479;0
9962;86;21/01/2019;2775;0;0;479;0
9963;86;21/01/2019;2883;0;0;479;0
9964;87;23/01/2019;2733;0;0;83;0
9965;87;23/01/2019;2733;0;0;83;0
9966;87;23/01/2019;2663;0;0;83;0
9552;88;28/01/2019;2827;3500;0;551;4
9553;88;28/01/2019;2885;0;20;551;1
9967;89;28/01/2019;1600;0;0;155;0
9968;90;28/01/2019;1600;0;0;155;0
9969;91;29/01/2019;1338;0;0;97;0
9970;92;29/01/2019;1600;0;0;155;0
9554;93;5/02/2019;2831;3600;0;485;4
9555;94;13/02/2019;2862;125;0;396;1
9556;94;13/02/2019;2887;0;20;396;1
9971;95;18/02/2019;2824;0;0;562;0
9557;96;19/02/2019;2889;0;40;396;2
9558;96;19/02/2019;2886;0;40;396;2
9559;96;19/02/2019;2862;150;0;396;1
9560;96;19/02/2019;2865;150;0;396;1
9561;96;19/02/2019;2781;1100;0;396;2
9562;97;27/02/2019;2862;125;0;396;1
9563;97;27/02/2019;2831;1800;0;396;2
9564;97;27/02/2019;2889;0;20;396;1
9565;98;27/02/2019;2889;0;50;592;2
9566;98;27/02/2019;2887;0;25;592;1
9567;98;27/02/2019;2875;120;0;592;1
9568;98;27/02/2019;2862;120;0;592;1
9569;98;27/02/2019;2777;1050;0;592;2
9570;99;1/03/2019;2804;1600;0;317;2
9571;99;1/03/2019;2885;0;20;317;1
9572;99;1/03/2019;2889;0;20;317;1
9573;100;9/03/2019;2804;800;0;317;1
9574;101;11/03/2019;2862;250;0;396;2
9575;101;11/03/2019;2886;0;20;396;1
9838;102;14/03/2019;2117;16318.11181;0;551;6
9927;102;14/03/2019;2117;16318.11181;0;551;6
9972;103;18/03/2019;2865;0;0;479;0
9973;103;18/03/2019;2886;0;0;479;0
9576;104;13/05/2019;2883;0;20;396;1
9577;104;13/05/2019;2877;350;0;396;1
9786;104;18/03/2019;2660;350;0;396;1
9578;105;18/03/2019;2864;120;0;592;1
9579;105;18/03/2019;2889;0;20;592;1
9580;106;20/03/2019;2804;1550;0;317;2
9581;106;20/03/2019;1641;50;0;317;1
9582;107;25/03/2019;2804;1600;0;396;2
9583;107;25/03/2019;2862;250;0;396;2
9584;107;25/03/2019;2889;0;40;396;2
9974;108;25/03/2019;2889;0;0;402;0
9975;108;25/03/2019;2863;0;0;402;0
9976;109;29/03/2019;2723;0;0;479;0
9977;109;29/03/2019;2641;0;0;479;0
9585;110;11/04/2019;2723;60;0;25;2
9586;110;11/04/2019;2734;60;0;25;2
9978;111;13/04/2019;2361;0;0;460;0
9587;112;18/04/2019;2891;0;20;231;1
9588;112;18/04/2019;2883;0;40;231;2
9589;112;18/04/2019;2868;100;0;231;1
9590;112;18/04/2019;2870;100;0;231;1
9591;113;18/04/2019;2804;1500;0;317;2
9592;114;22/04/2019;2862;125;0;396;1
9593;114;22/04/2019;2889;0;20;396;1
9594;115;22/04/2019;2889;0;20;592;1
9595;115;22/04/2019;2862;120;0;592;1
9979;116;23/04/2019;2723;0;0;479;0
9980;117;3/05/2019;2522;0;0;402;0
9981;118;3/05/2019;2522;0;0;402;0
9982;119;8/05/2019;2832;0;0;402;0
9983;119;8/05/2019;2883;0;0;402;0
9839;120;11/04/2019;2333;2400.438503;0;155;2
9928;120;11/04/2019;2333;2400.438503;0;155;2
9596;121;4/01/2019;2736;84.745763;15.254237;427;1
9597;122;8/01/2019;2734;84.745763;15.254237;427;4
9598;122;8/01/2019;2736;84.745763;15.254237;427;1
9599;123;9/01/2019;2735;127.118644;22.881356;427;2
9600;123;9/01/2019;2734;84.745763;15.254237;427;4
9601;123;9/01/2019;2736;84.745763;15.254237;427;1
9602;124;10/01/2019;2734;84.745763;15.254237;427;4
9603;124;10/01/2019;2736;84.745763;15.254237;427;1
9604;125;12/01/2019;2734;84.745763;15.254237;427;4
9605;125;12/01/2019;2736;84.745763;15.254237;427;1
9606;126;15/01/2019;2735;42.372881;7.627119;427;1
9607;126;15/01/2019;2734;84.745763;15.254237;427;4
9608;126;15/01/2019;2736;84.745763;15.254237;427;1
9984;127;16/01/2019;2732;0;0;337;0
9609;128;23/01/2019;2736;84.745763;15.254237;427;1
9610;129;25/01/2019;2736;84.745763;15.254237;427;1
9611;130;8/02/2019;2735;254.237288;45.762712;427;4
9612;130;8/02/2019;2734;50.847458;9.152542;427;4
9613;131;8/02/2019;2736;84.745763;15.254237;427;1
9614;132;9/02/2019;2736;84.745763;15.254237;427;1
9615;132;9/02/2019;2732;127.118644;22.881356;427;4
9985;133;18/02/2019;2734;0;0;299;0
9986;133;18/02/2019;2736;0;0;299;0
9616;134;13/03/2019;2736;84.745763;15.254237;427;1
9617;135;15/03/2019;2736;84.745763;15.254237;427;1
9987;136;23/03/2019;2732;0;0;300;0
9988;137;23/03/2019;2735;0;0;517;0
9989;137;23/03/2019;2734;0;0;517;0
9990;137;23/03/2019;2863;0;0;517;0
9991;137;23/03/2019;2424;0;0;517;0
9618;138;29/03/2019;2736;84.745763;15.254237;427;1
9619;139;12/04/2019;2736;84.745763;15.254237;427;1
9620;140;30/04/2019;2736;84.745763;15.254237;427;1
9992;141;9/05/2019;2863;0;0;337;0
9993;141;9/05/2019;2732;0;0;337;0
9621;142;14/05/2019;2736;84.745763;15.254237;427;1
9622;143;17/05/2019;2736;84.745763;15.254237;427;1
9623;144;22/05/2019;2736;84.745763;15.254237;427;1
9624;144;22/05/2019;2734;84.745763;15.254237;427;4
9625;145;24/05/2019;2734;84.745763;15.254237;427;4
9626;145;24/05/2019;2735;338.983051;61.016949;427;4
9627;146;25/05/2019;2735;127.118644;22.881356;427;2
9628;146;25/05/2019;2734;127.118644;22.881356;427;4
9629;147;1/06/2019;2736;84.745763;15.254237;427;1
9630;147;1/06/2019;2863;42.372881;7.627119;427;1
9631;148;10/06/2019;2734;84.745763;15.254237;427;4
9632;148;10/06/2019;2736;84.745763;15.254237;427;1
9633;149;15/06/2019;2736;84.745763;15.254237;427;1
9634;149;15/06/2019;2735;254.237288;45.762712;427;4
9635;149;15/06/2019;2734;84.745763;15.254237;427;4
9636;150;20/06/2019;2734;127.118644;22.881356;427;4
9637;150;20/06/2019;2735;127.118644;22.881356;427;2
9638;150;20/06/2019;2736;84.745763;15.254237;427;1
9639;151;1/08/2019;2732;169.491525;30.508475;427;4
9640;152;15/08/2019;2736;84.745763;15.254237;427;1
9641;153;22/08/2019;2736;67.79661;12.20339;427;1
9642;153;22/08/2019;2734;76.271186;13.728814;427;4
9643;153;22/08/2019;2723;67.79661;12.20339;427;4
9644;154;23/08/2019;2736;127.118644;22.881356;427;1
9645;155;31/08/2019;2736;84.745763;15.254237;427;1
9646;156;12/09/2019;2740;30;0;49;1
9647;156;12/09/2019;2734;100;0;49;4
9648;157;10/05/2019;2883;0;60;328;3
9649;157;10/05/2019;2868;300;0;328;2
9650;157;10/05/2019;2889;0;20;328;1
9651;158;13/05/2019;2891;0;20;396;1
9652;158;13/05/2019;2889;0;20;396;1
9653;158;13/05/2019;2872;125;0;396;1
9654;158;13/05/2019;2862;125;0;396;1
9994;159;18/05/2019;2659;0;0;408;0
9655;160;20/05/2019;2804;1500;0;317;2
9656;160;20/05/2019;2883;0;60;317;3
9657;161;20/05/2019;2889;0;0;592;2
9658;161;20/05/2019;2777;550;0;592;1
9659;161;20/05/2019;2862;150;0;592;1
9660;161;20/05/2019;2866;0;20;592;1
9661;162;20/05/2019;2862;170;0;396;1
9662;162;20/05/2019;2862;125;0;396;1
9663;162;20/05/2019;2889;0;20;396;1
9664;163;27/05/2019;2883;0;40;396;2
9665;163;27/05/2019;2862;125;0;396;1
9666;163;27/05/2019;2778;550;0;396;1
9667;164;27/05/2019;2740;70;0;25;1
9668;165;31/05/2019;2727;67.8;0;73;2
9669;166;22/06/2019;2658;50;0;25;2
9995;167;1/07/2019;2723;0;0;91;0
9996;167;1/07/2019;2734;0;0;91;0
9670;168;1/07/2019;2781;1100;0;396;2
9671;168;1/07/2019;2862;125;0;396;1
9672;168;1/07/2019;2883;0;20;396;1
9673;168;1/07/2019;2884;0;20;396;1
9997;169;5/07/2019;2522;0;0;402;0
9674;170;9/07/2019;2862;125;0;396;1
9787;170;9/07/2019;2660;125;0;396;1
9998;171;9/07/2019;2832;0;0;402;0
9999;171;9/07/2019;2885;0;0;402;0
9675;172;16/07/2019;2868;100;0;592;1
9676;172;16/07/2019;2883;0;0;592;1
9677;173;17/07/2019;2883;0;20;396;1
9678;173;17/07/2019;2873;100;0;396;1
10000;174;22/07/2019;1079;0;0;434;0
9679;175;29/07/2019;2868;100;0;328;1
10001;176;29/07/2019;2827;0;0;562;0
9680;177;7/08/2019;2865;125;0;396;1
9681;177;7/08/2019;2886;0;20;396;1
10002;178;7/08/2019;2832;0;0;311;0
10003;178;7/08/2019;2832;0;0;311;0
10004;178;7/08/2019;2883;0;0;311;0
10005;178;7/08/2019;2883;0;0;311;0
10006;178;7/08/2019;2889;0;0;311;0
10007;179;15/08/2019;2883;0;0;479;0
10008;179;15/08/2019;2775;0;0;479;0
9682;180;16/08/2019;2889;0;20;317;1
9683;180;16/08/2019;2884;0;20;317;1
9684;180;16/08/2019;2883;0;20;317;1
9685;180;16/08/2019;2805;3750;0;317;5
9686;181;28/08/2019;2862;125;0;396;1
9687;181;28/08/2019;2886;0;20;396;1
10009;182;3/09/2019;2734;0;0;83;0
10010;183;6/09/2019;2723;0;0;479;0
10011;183;6/09/2019;2641;0;0;479;0
10012;184;9/09/2019;2827;0;0;562;0
10013;185;12/09/2019;2775;0;0;479;0
10014;186;12/09/2019;1444;0;0;587;0
10015;186;12/09/2019;709;0;0;587;0
10016;187;16/09/2019;1064;0;0;512;0
10017;188;17/09/2019;2775;0;0;479;0
9688;189;19/09/2019;2886;0;20;396;1
9689;189;19/09/2019;2889;0;40;396;2
9690;189;19/09/2019;2862;500;0;396;4
9691;189;19/09/2019;2883;0;20;396;1
9692;189;19/09/2019;2883;0;20;396;1
9693;189;19/09/2019;2781;550;0;396;1
9694;190;25/09/2019;2726;120;0;87;2
9695;191;28/09/2019;2781;1100;0;396;2
9788;192;7/10/2019;2646;300;0;396;4
9696;193;8/10/2019;2781;550;0;396;1
9697;193;8/10/2019;2884;0;20;396;1
9698;194;9/10/2019;2805;1500;0;317;2
9699;194;9/10/2019;2805;0;40;317;2
9700;194;9/10/2019;2883;0;40;317;2
9701;194;9/10/2019;2883;0;40;317;2
9702;195;17/10/2019;1459;99.3;0;317;3
9703;195;17/10/2019;696;45;0;317;2.5
9704;196;18/10/2019;2833;1900;0;396;2
9705;196;18/10/2019;2884;0;20;396;1
9706;196;18/10/2019;2639;600;0;396;2
9707;197;21/10/2019;2886;0;20;396;1
9708;197;21/10/2019;2885;0;20;396;1
9709;197;21/10/2019;2830;1700;0;396;2
9710;197;21/10/2019;2830;1700;0;396;2
9711;197;21/10/2019;2883;0;20;396;1
9712;197;21/10/2019;2862;125;0;396;1
9713;197;21/10/2019;2781;1100;0;396;2
9714;198;22/10/2019;2805;3000;0;317;4
9715;198;22/10/2019;2883;0;40;317;2
9716;199;26/10/2019;2781;1100;0;396;2
9717;199;26/10/2019;2776;1100;0;396;2
9718;199;26/10/2019;2886;0;20;396;1
9840;200;28/10/2019;2117;12039.8543;0;551;4
9929;200;28/10/2019;2117;12039.8543;0;551;4
10018;201;2/11/2019;2734;0;0;494;0
10019;201;2/11/2019;2522;0;0;494;0
10020;202;3/11/2019;2830;0;0;494;0
10021;202;3/11/2019;2830;0;0;494;0
10022;203;3/11/2019;2117;0;0;494;0
9719;204;5/11/2019;2865;300;0;317;3
9720;205;6/11/2019;2868;100;0;396;1
9721;205;6/11/2019;2862;125;0;396;1
9722;205;6/11/2019;2837;550;0;396;1
9723;205;6/11/2019;2778;550;0;396;1
9724;205;6/11/2019;2807;750;0;396;2
9725;205;6/11/2019;2889;0;20;396;1
9726;205;6/11/2019;2889;0;20;396;1
9727;205;6/11/2019;2885;0;20;396;1
9728;206;8/11/2019;2723;100;0;87;2
10023;207;9/11/2019;2830;0;0;494;0
10024;207;9/11/2019;2739;0;0;494;0
10025;207;9/11/2019;2638;0;0;494;0
9729;208;9/11/2019;2886;0;20;396;1
9730;208;9/11/2019;2778;1100;0;396;2
9841;209;11/11/2019;2275;12261.79624;0;434;4
9842;209;11/11/2019;2422;12029.53537;0;434;4
9930;209;11/11/2019;2275;12261.79624;0;434;4
9931;209;11/11/2019;2422;12029.53537;0;434;4
9731;210;13/11/2019;2830;3500;0;592;4
9732;210;13/11/2019;2884;0;20;592;1
9733;211;13/11/2019;2804;1500;0;317;2
10026;212;16/11/2019;2117;0;0;494;0
9734;213;16/11/2019;2781;2200;0;396;4
10027;214;22/11/2019;2723;0;0;479;0
10028;214;22/11/2019;2737;0;0;479;0
10029;214;22/11/2019;2739;0;0;479;0
9735;215;26/11/2019;2865;125;0;396;1
9736;216;26/11/2019;2868;150;0;331;1
9737;216;26/11/2019;2863;55;0;331;1
9738;216;26/11/2019;2863;55;0;331;1
9739;216;26/11/2019;2889;0;20;331;1
9740;216;26/11/2019;2889;0;20;331;1
9741;217;3/12/2019;696;50;0;317;2
9742;218;4/12/2019;2889;0;20;396;1
9743;218;4/12/2019;2869;125;0;396;1
9744;218;4/12/2019;2883;0;20;396;1
9745;218;4/12/2019;2821;1250;0;396;2
9746;219;11/12/2019;2803;1500;0;317;2
9747;220;19/12/2019;2781;1100;0;396;2
9748;221;25/12/2019;2862;150;0;396;1
10030;222;26/12/2019;2740;0;0;479;0
9749;223;27/12/2019;2827;1750;0;396;2
14004;224;3/01/2020;1402;0;0;156;0
17054;225;3/01/2020;2766;3000;0;117;4
17055;225;3/01/2020;2639;1000;0;117;4
17056;225;3/01/2020;2850;60;0;117;2
17057;226;4/01/2020;2831;3600;0;551;4
17058;226;4/01/2020;2884;0;20;551;1
17059;226;4/01/2020;2887;0;20;551;1
13925;227;7/01/2020;2773;1200;0;311;2
14005;228;8/01/2020;2827;0;0;562;0
13926;229;13/01/2020;2803;750;0;317;1
14194;230;20/01/2020;2781;1300;0;396;2
14195;230;20/01/2020;2862;150;0;396;1
14196;230;20/01/2020;2886;0;60;396;2
14197;231;20/01/2020;2877;150;0;592;1
14198;231;20/01/2020;2884;0;30;592;1
14567;231;20/01/2020;2660;150;0;592;1
13927;232;29/01/2020;2862;175;0;592;1
13928;232;29/01/2020;2889;0;20;592;1
13929;233;3/02/2020;2862;125;0;396;1
13930;233;3/02/2020;2889;0;20;396;1
13982;234;18/02/2020;2660;125;0;396;1
14199;234;18/02/2020;2862;200;0;396;1
14200;234;18/02/2020;2875;125;0;396;1
13931;235;19/02/2020;2862;125;0;396;1
14092;235;19/02/2020;2660;125;0;396;1
14201;236;24/02/2020;2850;30;0;83;1
14202;236;24/02/2020;2739;20;0;83;1
13932;237;2/03/2020;2862;150;0;396;1
13933;237;2/03/2020;2883;0;20;396;1
13934;237;2/03/2020;2886;0;20;396;1
14006;238;9/03/2020;1291;0;0;156;0
14007;239;10/03/2020;2275;0;0;434;0
14091;240;16/03/2020;709;0;0;195;0
14008;241;18/03/2020;2850;0;0;65;0
14009;241;18/03/2020;2851;0;0;65;0
14010;242;26/03/2020;2851;0;0;151;0
14011;243;30/03/2020;2275;0;0;156;0
13935;244;31/03/2020;2778;1300;0;105;2
13936;244;31/03/2020;2889;0;30;105;1
13937;244;31/03/2020;2695;50;0;105;2
15271;245;20/04/2020;2778;1300;0;396;2
15272;245;20/04/2020;2862;300;0;396;2
15273;245;20/04/2020;2868;150;0;396;1
15274;245;20/04/2020;2883;0;30;396;1
15275;245;20/04/2020;2886;0;30;396;1
15276;246;22/04/2020;2865;125;0;396;1
15277;246;22/04/2020;2887;0;30;396;1
15278;247;4/05/2020;2862;150;0;396;1
15279;247;4/05/2020;2886;0;30;396;1
15280;247;4/05/2020;2850;80;0;396;2
15281;248;3/06/2020;2781;1200;0;396;2
15282;248;3/06/2020;2862;125;0;396;1
15283;248;3/06/2020;2883;0;20;396;1
15284;248;3/06/2020;2884;0;20;396;1
15285;248;3/06/2020;2886;0;20;396;1
15286;248;3/06/2020;2889;0;20;396;1
18445;248;3/06/2020;2660;125;0;396;1
15287;249;6/06/2020;2836;1800;0;83;2
15288;250;12/06/2020;2825;950;0;396;1
15289;250;12/06/2020;2883;0;30;396;1
15290;251;18/06/2020;2831;1000;0;396;1
13938;252;2/07/2020;2831;1000;0;396;1
15291;253;7/07/2020;2771;1600;0;592;4
15292;253;7/07/2020;2889;0;30;592;1
17692;254;8/07/2020;2854;100;0;231;2
15293;255;11/07/2020;2728;200;0;155;2
15294;256;20/07/2020;2781;1300;0;396;2
15295;256;20/07/2020;2885;0;30;396;1
15296;256;20/07/2020;2889;0;30;396;1
15297;257;17/07/2020;2728;170;0;155;2
10591;258;4/08/2020;2656;250;0;155;4
17053;259;12/08/2020;2726;0;0;413;0
17098;260;19/08/2020;2805;800;0;317;1
17099;260;19/08/2020;2884;0;30;317;1
20133;261;1/03/2021;2731;0;0;498;0
17130;262;28/08/2020;2850;150;0;575;3
14624;263;2/09/2020;1444;8189.48;0;156;2
17219;263;2/09/2020;709;3180;0;156;2
17503;264;5/09/2020;2728;150;0;155;2
17222;265;9/09/2020;2768;1600;0;317;2
17223;265;9/09/2020;2889;0;60;317;2
17224;265;9/09/2020;2884;0;30;317;1
17535;266;14/09/2020;2805;4500;0;317;5
17536;266;14/09/2020;2883;0;30;317;1
17667;267;15/09/2020;2356;0;0;402;0
17657;268;18/09/2020;2805;900;0;317;1
17658;268;18/09/2020;2884;0;30;317;1
17089;269;28/09/2020;2660;175;0;396;1
17982;269;28/09/2020;2862;175;0;396;1
17935;270;30/09/2020;2827;4400;0;396;4
17936;270;30/09/2020;2862;175;0;396;1
17937;270;30/09/2020;2865;350;0;396;2
17938;270;30/09/2020;2883;0;30;396;1
17939;270;30/09/2020;2884;0;30;396;1
17990;271;1/10/2020;2851;80;0;83;4
18123;272;5/10/2020;2726;200;0;155;2
18124;272;5/10/2020;2724;100;0;155;2
18152;273;10/10/2020;2865;175;0;396;1
18153;273;10/10/2020;2862;350;0;396;2
18154;273;10/10/2020;2887;0;60;396;2
18221;274;14/10/2020;2862;175;0;396;1
18222;274;14/10/2020;2867;175;0;396;1
18223;274;14/10/2020;2886;0;30;396;1
18224;274;14/10/2020;2889;0;30;396;1
18452;275;19/10/2020;2778;1400;0;396;2
