;DocumentID;Date;SKU;Price;Discount;Customer;Quantity
56;494;26/01/2019;2733;500;0;83;1
59;495;28/01/2019;1600;1356;0;155;1
60;496;28/01/2019;1600;1356;0;155;2
61;497;29/01/2019;1600;2712;0;155;1
62;498;22/03/2019;2865;150;0;479;1
64;499;30/03/2019;2723;30;0;479;1
9753;500;16/09/2019;2736;85;15;427;2
9754;501;17/01/2019;2641;20;0;581;2
9755;502;25/01/2019;2863;51;9;427;1
9756;503;27/05/2019;2736;85;15;427;4
9757;504;22/07/2019;2667;34;6;501;1
9758;505;5/09/2019;2736;85;15;427;2
9759;506;7/08/2019;2773;1200;0;311;1
15298;507;19/02/2020;2862;125;0;396;0
14015;508;15/09/2020;2356;0;0;402;2
20634;509;6/07/2021;2725;100;0;182;4
66;510;17/08/2019;2775;2400;0;479;0
27236;511;13/10/2022;2643;0;0;155;12
20144;512;19/11/2021;2639;4200;0;434;1
9760;513;20/12/2019;2640;8;0;264;2
17934;514;21/12/2020;2646;169;31;25;4
19576;515;20/03/2020;1981;0;0;118;4
18370;516;20/10/2020;961;0;0;118;4
18377;517;20/10/2020;2000;0;0;118;8
29154;518;4/08/2022;494;3654;658;99;1
29468;519;28/09/2022;1438;3972;1623;418;1
20142;520;26/04/2021;2546;45800;0;264;1
9240;521;2/09/2019;2817;254;0;552;1
9861;522;15/05/2019;2777;0;0;592;2
9862;523;16/04/2019;2804;0;0;317;2
9863;524;17/05/2019;2804;0;0;317;2
9497;525;25/04/2019;793;593;107;420;7
9498;527;30/04/2019;793;1127;203;223;2
9865;528;29/06/2019;2781;0;0;396;1
9170;529;22/01/2019;2817;207;0;22;2
13985;530;27/07/2020;2379;1560;0;284;1
9171;531;18/03/2019;2817;409;0;22;1
9241;533;29/07/2019;2643;214;0;313;1
9173;534;3/05/2019;2817;278;0;22;1
9867;536;15/08/2019;2805;0;0;317;1
9174;537;10/07/2019;2817;198;0;22;2
9868;538;17/10/2019;2830;0;0;396;12
9175;540;4/09/2019;2817;122;0;22;1
9176;541;17/09/2019;2817;259;0;22;1
9177;542;17/09/2019;2643;318;0;22;1
9178;543;8/10/2019;2817;744;0;22;1
9179;544;18/11/2019;2817;149;0;22;1
9180;545;16/12/2019;2817;699;0;22;2
